"id";"datetime";"dive_number";"dive_type";"depth"
2010023;2010-03-10 13:05:57;2;"Forage";220
2010023;2010-03-10 13:05:59;2;"Forage";217,5
2010023;2010-03-10 13:06:01;2;"Forage";214,5
2010023;2010-03-10 13:06:04;2;"Forage";211
2010023;2010-03-10 13:06:06;2;"Forage";208,5
2010023;2010-03-10 13:06:08;2;"Forage";205
2010023;2010-03-10 13:06:09;2;"Forage";202
2010023;2010-03-10 13:06:11;2;"Forage";199
2010023;2010-03-10 13:06:13;2;"Forage";196,5
2010023;2010-03-10 13:06:16;2;"Forage";192,5
2010023;2010-03-10 13:06:18;2;"Forage";189,5
2010023;2010-03-10 13:06:20;2;"Forage";186
2010023;2010-03-10 13:06:22;2;"Forage";183
2010023;2010-03-10 13:06:23;2;"Forage";180
2010023;2010-03-10 13:06:25;2;"Forage";176,5
2010023;2010-03-10 13:06:27;2;"Forage";174
2010023;2010-03-10 13:06:30;2;"Forage";169,5
2010023;2010-03-10 13:06:32;2;"Forage";167
2010023;2010-03-10 13:06:34;2;"Forage";163,5
2010023;2010-03-10 13:06:36;2;"Forage";161
2010023;2010-03-10 13:06:37;2;"Forage";157
2010023;2010-03-10 13:06:39;2;"Forage";154
2010023;2010-03-10 13:06:41;2;"Forage";151
2010023;2010-03-10 13:06:44;2;"Forage";147,5
2010023;2010-03-10 13:06:46;2;"Forage";144,5
2010023;2010-03-10 13:06:48;2;"Forage";141,5
2010023;2010-03-10 13:06:49;2;"Forage";138,5
2010023;2010-03-10 13:06:51;2;"Forage";135,5
2010023;2010-03-10 13:06:53;2;"Forage";132
2010023;2010-03-10 13:06:55;2;"Forage";129,5
2010023;2010-03-10 13:06:58;2;"Forage";126
2010023;2010-03-10 13:07:00;2;"Forage";122,5
2010023;2010-03-10 13:07:02;2;"Forage";119,5
2010023;2010-03-10 13:07:03;2;"Forage";116
2010023;2010-03-10 13:07:05;2;"Forage";113
2010023;2010-03-10 13:07:07;2;"Forage";110
2010023;2010-03-10 13:07:10;2;"Forage";107
2010023;2010-03-10 13:07:12;2;"Forage";103,5
2010023;2010-03-10 13:07:14;2;"Forage";100,5
2010023;2010-03-10 13:07:16;2;"Forage";97,5
2010023;2010-03-10 13:07:17;2;"Forage";94
2010023;2010-03-10 13:07:19;2;"Forage";91
2010023;2010-03-10 13:07:21;2;"Forage";88
2010023;2010-03-10 13:07:24;2;"Forage";85
2010023;2010-03-10 13:07:26;2;"Forage";81,5
2010023;2010-03-10 13:07:28;2;"Forage";78,5
2010023;2010-03-10 13:07:30;2;"Forage";75,5
2010023;2010-03-10 13:07:31;2;"Forage";72
2010023;2010-03-10 13:07:33;2;"Forage";69
2010023;2010-03-10 13:07:35;2;"Forage";66
2010023;2010-03-10 13:07:38;2;"Forage";63
2010023;2010-03-10 13:07:40;2;"Forage";60
2010023;2010-03-10 13:07:42;2;"Forage";56,5
2010023;2010-03-10 13:07:43;2;"Forage";53,5
2010023;2010-03-10 13:07:45;2;"Forage";50,5
2010023;2010-03-10 13:07:47;2;"Forage";47,5
2010023;2010-03-10 13:07:49;2;"Forage";44
2010023;2010-03-10 13:07:52;2;"Forage";41
2010023;2010-03-10 13:07:54;2;"Forage";37
2010023;2010-03-10 13:07:56;2;"Forage";34
2010023;2010-03-10 13:07:57;2;"Forage";30,5
2010023;2010-03-10 13:07:59;2;"Forage";27
2010023;2010-03-10 13:08:01;2;"Forage";23,5
2010023;2010-03-10 13:08:04;2;"Forage";20
2010023;2010-03-10 13:08:06;2;"Forage";16,5
2010023;2010-03-10 13:08:08;2;"Forage";13
2010023;2010-03-10 13:08:10;2;"Forage";10,5
2010023;2010-03-10 13:08:11;2;"Forage";7
2010023;2010-03-10 13:08:13;2;"Forage";3
2010023;2010-03-10 13:08:15;2;"Forage";1
2010023;2010-03-10 13:08:18;2;"Forage";0
2010023;2010-03-10 13:08:20;2;"Forage";0
2010023;2010-03-10 13:08:22;2;"Forage";0
2010023;2010-03-10 13:08:23;2;"Forage";0
2010023;2010-03-10 13:08:25;2;"Forage";0
2010023;2010-03-10 13:08:27;2;"Forage";0
2010023;2010-03-10 13:08:29;2;"Forage";0,5
2010023;2010-03-10 13:08:32;2;"Forage";0
2010023;2010-03-10 13:08:34;2;"Forage";0
2010023;2010-03-10 13:08:36;2;"Forage";0
2010023;2010-03-10 13:08:37;2;"Forage";0
2010023;2010-03-10 13:08:39;2;"Forage";0
2010023;2010-03-10 13:08:41;2;"Forage";0
2010023;2010-03-10 13:08:43;2;"Forage";0
2010023;2010-03-10 13:08:46;2;"Forage";0
2010023;2010-03-10 13:08:48;2;"Forage";0
2010023;2010-03-10 13:08:50;2;"Forage";0
2010023;2010-03-10 13:08:51;2;"Forage";0
2010023;2010-03-10 13:08:53;2;"Forage";0
2010023;2010-03-10 13:08:55;2;"Forage";0
2010023;2010-03-10 13:08:58;2;"Forage";0
2010023;2010-03-10 13:09:00;2;"Forage";0
2010023;2010-03-10 13:09:02;2;"Forage";0
2010023;2010-03-10 13:09:04;2;"Forage";0
2010023;2010-03-10 13:09:05;2;"Forage";0
2010023;2010-03-10 13:09:07;2;"Forage";0
2010023;2010-03-10 13:09:09;2;"Forage";0
2010023;2010-03-10 13:09:12;2;"Forage";0
2010023;2010-03-10 13:09:14;2;"Forage";0
2010023;2010-03-10 13:09:16;2;"Forage";0
2010023;2010-03-10 13:09:17;2;"Forage";0
2010023;2010-03-10 13:09:19;2;"Forage";0
2010023;2010-03-10 13:09:21;2;"Forage";0
2010023;2010-03-10 13:09:23;2;"Forage";0
2010023;2010-03-10 13:09:26;2;"Forage";0
2010023;2010-03-10 13:09:28;2;"Forage";0
2010023;2010-03-10 13:09:30;2;"Forage";0
2010023;2010-03-10 13:09:31;2;"Forage";0
2010023;2010-03-10 13:09:33;2;"Forage";0
2010023;2010-03-10 13:09:35;2;"Forage";0
2010023;2010-03-10 13:09:37;2;"Forage";0
2010023;2010-03-10 13:09:40;2;"Forage";0
2010023;2010-03-10 13:09:42;2;"Forage";0,5
2010023;2010-03-10 13:09:44;2;"Forage";0
2010023;2010-03-10 13:09:45;2;"Forage";0
2010023;2010-03-10 13:09:47;2;"Forage";0
2010023;2010-03-10 13:09:49;2;"Forage";0,5
2010023;2010-03-10 13:09:52;2;"Forage";0,5
2010023;2010-03-10 13:09:54;2;"Forage";0,5
2010023;2010-03-10 13:09:56;2;"Forage";0
2010023;2010-03-10 13:09:58;2;"Forage";0
2010023;2010-03-10 13:09:59;2;"Forage";0
2010023;2010-03-10 13:10:01;3;"Forage";0
2010023;2010-03-10 13:10:03;3;"Forage";0
2010023;2010-03-10 13:10:06;3;"Forage";0
2010023;2010-03-10 13:10:08;3;"Forage";0,5
2010023;2010-03-10 13:10:10;3;"Forage";0,5
2010023;2010-03-10 13:10:11;3;"Forage";0,5
2010023;2010-03-10 13:10:13;3;"Forage";0,5
2010023;2010-03-10 13:10:15;3;"Forage";0
2010023;2010-03-10 13:10:17;3;"Forage";0
2010023;2010-03-10 13:10:20;3;"Forage";0
2010023;2010-03-10 13:10:22;3;"Forage";0
2010023;2010-03-10 13:10:24;3;"Forage";0,5
2010023;2010-03-10 13:10:25;3;"Forage";0,5
2010023;2010-03-10 13:10:27;3;"Forage";0,5
2010023;2010-03-10 13:10:29;3;"Forage";0
2010023;2010-03-10 13:10:31;3;"Forage";0
2010023;2010-03-10 13:10:34;3;"Forage";0
2010023;2010-03-10 13:10:36;3;"Forage";0
2010023;2010-03-10 13:10:38;3;"Forage";0
2010023;2010-03-10 13:10:39;3;"Forage";1,5
2010023;2010-03-10 13:10:41;3;"Forage";3,5
2010023;2010-03-10 13:10:43;3;"Forage";5
2010023;2010-03-10 13:10:46;3;"Forage";7,5
2010023;2010-03-10 13:10:48;3;"Forage";10
2010023;2010-03-10 13:10:50;3;"Forage";12,5
2010023;2010-03-10 13:10:52;3;"Forage";15,5
2010023;2010-03-10 13:10:53;3;"Forage";18,5
2010023;2010-03-10 13:10:55;3;"Forage";21,5
2010023;2010-03-10 13:10:57;3;"Forage";24,5
2010023;2010-03-10 13:11:00;3;"Forage";27
2010023;2010-03-10 13:11:02;3;"Forage";30
2010023;2010-03-10 13:11:04;3;"Forage";32,5
2010023;2010-03-10 13:11:05;3;"Forage";35
2010023;2010-03-10 13:11:07;3;"Forage";38,5
2010023;2010-03-10 13:11:09;3;"Forage";41
2010023;2010-03-10 13:11:11;3;"Forage";44
2010023;2010-03-10 13:11:14;3;"Forage";47
2010023;2010-03-10 13:11:16;3;"Forage";50
2010023;2010-03-10 13:11:18;3;"Forage";53
2010023;2010-03-10 13:11:19;3;"Forage";56
2010023;2010-03-10 13:11:21;3;"Forage";59
2010023;2010-03-10 13:11:23;3;"Forage";62
2010023;2010-03-10 13:11:25;3;"Forage";65,5
2010023;2010-03-10 13:11:28;3;"Forage";68,5
2010023;2010-03-10 13:11:30;3;"Forage";72
2010023;2010-03-10 13:11:32;3;"Forage";75
2010023;2010-03-10 13:11:33;3;"Forage";78
2010023;2010-03-10 13:11:35;3;"Forage";82
2010023;2010-03-10 13:11:37;3;"Forage";85,5
2010023;2010-03-10 13:11:40;3;"Forage";89
2010023;2010-03-10 13:11:42;3;"Forage";92,5
2010023;2010-03-10 13:11:44;3;"Forage";96,5
2010023;2010-03-10 13:11:46;3;"Forage";100
2010023;2010-03-10 13:11:47;3;"Forage";103,5
2010023;2010-03-10 13:11:49;3;"Forage";107,5
2010023;2010-03-10 13:11:51;3;"Forage";111,5
2010023;2010-03-10 13:11:54;3;"Forage";115,5
2010023;2010-03-10 13:11:56;3;"Forage";119
2010023;2010-03-10 13:11:58;3;"Forage";124
2010023;2010-03-10 13:12:00;3;"Forage";127,5
2010023;2010-03-10 13:12:01;3;"Forage";131,5
2010023;2010-03-10 13:12:03;3;"Forage";136
2010023;2010-03-10 13:12:05;3;"Forage";139,5
2010023;2010-03-10 13:12:08;3;"Forage";143,5
2010023;2010-03-10 13:12:10;3;"Forage";147,5
2010023;2010-03-10 13:12:12;3;"Forage";151
2010023;2010-03-10 13:12:13;3;"Forage";155,5
2010023;2010-03-10 13:12:15;3;"Forage";159,5
2010023;2010-03-10 13:12:17;3;"Forage";163,5
2010023;2010-03-10 13:12:19;3;"Forage";167,5
2010023;2010-03-10 13:12:22;3;"Forage";171,5
2010023;2010-03-10 13:12:24;3;"Forage";175
2010023;2010-03-10 13:12:26;3;"Forage";179
2010023;2010-03-10 13:12:27;3;"Forage";182,5
2010023;2010-03-10 13:12:29;3;"Forage";186,5
2010023;2010-03-10 13:12:31;3;"Forage";190,5
2010023;2010-03-10 13:12:34;3;"Forage";194,5
2010023;2010-03-10 13:12:36;3;"Forage";198,5
2010023;2010-03-10 13:12:38;3;"Forage";202
2010023;2010-03-10 13:12:40;3;"Forage";205,5
2010023;2010-03-10 13:12:41;3;"Forage";209
2010023;2010-03-10 13:12:43;3;"Forage";212,5
2010023;2010-03-10 13:12:45;3;"Forage";216
2010023;2010-03-10 13:12:48;3;"Forage";220
2010023;2010-03-10 13:12:50;3;"Forage";224,5
2010023;2010-03-10 13:12:52;3;"Forage";228,5
2010023;2010-03-10 13:12:54;3;"Forage";232,5
2010023;2010-03-10 13:12:55;3;"Forage";236,5
2010023;2010-03-10 13:12:57;3;"Forage";241
2010023;2010-03-10 13:12:59;3;"Forage";246
2010023;2010-03-10 13:13:02;3;"Forage";250,5
2010023;2010-03-10 13:13:04;3;"Forage";256
2010023;2010-03-10 13:13:06;3;"Forage";260,5
2010023;2010-03-10 13:13:07;3;"Forage";266
2010023;2010-03-10 13:13:09;3;"Forage";270,5
2010023;2010-03-10 13:13:11;3;"Forage";275
2010023;2010-03-10 13:13:13;3;"Forage";280
2010023;2010-03-10 13:13:16;3;"Forage";285
2010023;2010-03-10 13:13:18;3;"Forage";289,5
2010023;2010-03-10 13:13:20;3;"Forage";294
2010023;2010-03-10 13:13:21;3;"Forage";294
2010023;2010-03-10 13:13:23;3;"Forage";294
2010023;2010-03-10 13:13:25;3;"Forage";294
2010023;2010-03-10 13:13:28;3;"Forage";294
2010023;2010-03-10 13:13:30;3;"Forage";294
2010023;2010-03-10 13:13:32;3;"Forage";293,5
2010023;2010-03-10 13:13:34;3;"Forage";293
2010023;2010-03-10 13:13:35;3;"Forage";293
2010023;2010-03-10 13:13:37;3;"Forage";293
2010023;2010-03-10 13:13:39;3;"Forage";293,5
2010023;2010-03-10 13:13:42;3;"Forage";295,5
2010023;2010-03-10 13:13:44;3;"Forage";297
2010023;2010-03-10 13:13:46;3;"Forage";299,5
2010023;2010-03-10 13:13:48;3;"Forage";301,5
2010023;2010-03-10 13:13:49;3;"Forage";304
2010023;2010-03-10 13:13:51;3;"Forage";307
2010023;2010-03-10 13:13:53;3;"Forage";310
2010023;2010-03-10 13:13:56;3;"Forage";313
2010023;2010-03-10 13:13:58;3;"Forage";315
2010023;2010-03-10 13:14:00;3;"Forage";317,5
2010023;2010-03-10 13:14:01;3;"Forage";320,5
2010023;2010-03-10 13:14:03;3;"Forage";323
2010023;2010-03-10 13:14:05;3;"Forage";326
2010023;2010-03-10 13:14:07;3;"Forage";329
2010023;2010-03-10 13:14:10;3;"Forage";332,5
2010023;2010-03-10 13:14:12;3;"Forage";336,5
2010023;2010-03-10 13:14:14;3;"Forage";339,5
2010023;2010-03-10 13:14:15;3;"Forage";343,5
2010023;2010-03-10 13:14:17;3;"Forage";346,5
2010023;2010-03-10 13:14:19;3;"Forage";350
2010023;2010-03-10 13:14:22;3;"Forage";353,5
2010023;2010-03-10 13:14:24;3;"Forage";357
2010023;2010-03-10 13:14:26;3;"Forage";361
2010023;2010-03-10 13:14:28;3;"Forage";363,5
2010023;2010-03-10 13:14:29;3;"Forage";367
2010023;2010-03-10 13:14:31;3;"Forage";369,5
2010023;2010-03-10 13:14:33;3;"Forage";372,5
2010023;2010-03-10 13:14:36;3;"Forage";375,5
2010023;2010-03-10 13:14:38;3;"Forage";378,5
2010023;2010-03-10 13:14:40;3;"Forage";381,5
2010023;2010-03-10 13:14:42;3;"Forage";385,5
2010023;2010-03-10 13:14:43;3;"Forage";389
2010023;2010-03-10 13:14:45;3;"Forage";392
2010023;2010-03-10 13:14:47;3;"Forage";395,5
2010023;2010-03-10 13:14:50;3;"Forage";397
2010023;2010-03-10 13:14:52;3;"Forage";398,5
2010023;2010-03-10 13:14:54;3;"Forage";400
2010023;2010-03-10 13:14:55;3;"Forage";402
2010023;2010-03-10 13:14:57;3;"Forage";403
2010023;2010-03-10 13:14:59;3;"Forage";403
2010023;2010-03-10 13:15:01;3;"Forage";404,5
2010023;2010-03-10 13:15:04;3;"Forage";407
2010023;2010-03-10 13:15:06;3;"Forage";410
2010023;2010-03-10 13:15:08;3;"Forage";413,5
2010023;2010-03-10 13:15:09;3;"Forage";417
2010023;2010-03-10 13:15:11;3;"Forage";421
2010023;2010-03-10 13:15:13;3;"Forage";425,5
2010023;2010-03-10 13:15:16;3;"Forage";430,5
2010023;2010-03-10 13:15:18;3;"Forage";436
2010023;2010-03-10 13:15:20;3;"Forage";440,5
2010023;2010-03-10 13:15:22;3;"Forage";445,5
2010023;2010-03-10 13:15:23;3;"Forage";449
2010023;2010-03-10 13:15:25;3;"Forage";453,5
2010023;2010-03-10 13:15:27;3;"Forage";456
2010023;2010-03-10 13:15:30;3;"Forage";459,5
2010023;2010-03-10 13:15:32;3;"Forage";462,5
2010023;2010-03-10 13:15:34;3;"Forage";466
2010023;2010-03-10 13:15:35;3;"Forage";470
2010023;2010-03-10 13:15:37;3;"Forage";474,5
2010023;2010-03-10 13:15:39;3;"Forage";478,5
2010023;2010-03-10 13:15:41;3;"Forage";482,5
2010023;2010-03-10 13:15:44;3;"Forage";485
2010023;2010-03-10 13:15:46;3;"Forage";486,5
2010023;2010-03-10 13:15:48;3;"Forage";488,5
2010023;2010-03-10 13:15:49;3;"Forage";491
2010023;2010-03-10 13:15:51;3;"Forage";493
2010023;2010-03-10 13:15:53;3;"Forage";496
2010023;2010-03-10 13:15:55;3;"Forage";498,5
2010023;2010-03-10 13:15:58;3;"Forage";501
2010023;2010-03-10 13:16:00;3;"Forage";503
2010023;2010-03-10 13:16:02;3;"Forage";505
2010023;2010-03-10 13:16:03;3;"Forage";505
2010023;2010-03-10 13:16:05;3;"Forage";504
2010023;2010-03-10 13:16:07;3;"Forage";502
2010023;2010-03-10 13:16:10;3;"Forage";501
2010023;2010-03-10 13:16:12;3;"Forage";499,5
2010023;2010-03-10 13:16:14;3;"Forage";497,5
2010023;2010-03-10 13:16:16;3;"Forage";495
2010023;2010-03-10 13:16:17;3;"Forage";496,5
2010023;2010-03-10 13:16:19;3;"Forage";497,5
2010023;2010-03-10 13:16:21;3;"Forage";497
2010023;2010-03-10 13:16:24;3;"Forage";494,5
2010023;2010-03-10 13:16:26;3;"Forage";492
2010023;2010-03-10 13:16:28;3;"Forage";489,5
2010023;2010-03-10 13:16:29;3;"Forage";487
2010023;2010-03-10 13:16:31;3;"Forage";485
2010023;2010-03-10 13:16:33;3;"Forage";483
2010023;2010-03-10 13:16:35;3;"Forage";481
2010023;2010-03-10 13:16:38;3;"Forage";479
2010023;2010-03-10 13:16:40;3;"Forage";477
2010023;2010-03-10 13:16:42;3;"Forage";475
2010023;2010-03-10 13:16:43;3;"Forage";473
2010023;2010-03-10 13:16:45;3;"Forage";471
2010023;2010-03-10 13:16:47;3;"Forage";469,5
2010023;2010-03-10 13:16:49;3;"Forage";467,5
2010023;2010-03-10 13:16:52;3;"Forage";465
2010023;2010-03-10 13:16:54;3;"Forage";463,5
2010023;2010-03-10 13:16:56;3;"Forage";461,5
2010023;2010-03-10 13:16:57;3;"Forage";459,5
2010023;2010-03-10 13:16:59;3;"Forage";458,5
2010023;2010-03-10 13:17:01;3;"Forage";457
2010023;2010-03-10 13:17:04;3;"Forage";456
2010023;2010-03-10 13:17:06;3;"Forage";454,5
2010023;2010-03-10 13:17:08;3;"Forage";452,5
2010023;2010-03-10 13:17:10;3;"Forage";451
2010023;2010-03-10 13:17:11;3;"Forage";450
2010023;2010-03-10 13:17:13;3;"Forage";448,5
2010023;2010-03-10 13:17:15;3;"Forage";447
2010023;2010-03-10 13:17:18;3;"Forage";446
2010023;2010-03-10 13:17:20;3;"Forage";445
2010023;2010-03-10 13:17:22;3;"Forage";443,5
2010023;2010-03-10 13:17:23;3;"Forage";443
2010023;2010-03-10 13:17:25;3;"Forage";442
2010023;2010-03-10 13:17:27;3;"Forage";442
2010023;2010-03-10 13:17:29;3;"Forage";441
2010023;2010-03-10 13:17:32;3;"Forage";441
2010023;2010-03-10 13:17:34;3;"Forage";441
2010023;2010-03-10 13:17:36;3;"Forage";440,5
2010023;2010-03-10 13:17:37;3;"Forage";440,5
2010023;2010-03-10 13:17:39;3;"Forage";440,5
2010023;2010-03-10 13:17:41;3;"Forage";441,5
2010023;2010-03-10 13:17:43;3;"Forage";442
2010023;2010-03-10 13:17:46;3;"Forage";443
2010023;2010-03-10 13:17:48;3;"Forage";443,5
2010023;2010-03-10 13:17:50;3;"Forage";443,5
2010023;2010-03-10 13:17:51;3;"Forage";443,5
2010023;2010-03-10 13:17:53;3;"Forage";443,5
2010023;2010-03-10 13:17:55;3;"Forage";443,5
2010023;2010-03-10 13:17:58;3;"Forage";444
2010023;2010-03-10 13:18:00;3;"Forage";444
2010023;2010-03-10 13:18:02;3;"Forage";444
2010023;2010-03-10 13:18:04;3;"Forage";442,5
2010023;2010-03-10 13:18:05;3;"Forage";441,5
2010023;2010-03-10 13:18:07;3;"Forage";440
2010023;2010-03-10 13:18:09;3;"Forage";439
2010023;2010-03-10 13:18:12;3;"Forage";438,5
2010023;2010-03-10 13:18:14;3;"Forage";437
2010023;2010-03-10 13:18:16;3;"Forage";436
2010023;2010-03-10 13:18:17;3;"Forage";435
2010023;2010-03-10 13:18:19;3;"Forage";434
2010023;2010-03-10 13:18:21;3;"Forage";432,5
2010023;2010-03-10 13:18:23;3;"Forage";432
2010023;2010-03-10 13:18:26;3;"Forage";431
2010023;2010-03-10 13:18:28;3;"Forage";430
2010023;2010-03-10 13:18:30;3;"Forage";429,5
2010023;2010-03-10 13:18:31;3;"Forage";428,5
2010023;2010-03-10 13:18:33;3;"Forage";428
2010023;2010-03-10 13:18:35;3;"Forage";426,5
2010023;2010-03-10 13:18:37;3;"Forage";425,5
2010023;2010-03-10 13:18:40;3;"Forage";425
2010023;2010-03-10 13:18:42;3;"Forage";425
2010023;2010-03-10 13:18:44;3;"Forage";424,5
2010023;2010-03-10 13:18:45;3;"Forage";424,5
2010023;2010-03-10 13:18:47;3;"Forage";424,5
2010023;2010-03-10 13:18:49;3;"Forage";424,5
2010023;2010-03-10 13:18:52;3;"Forage";424,5
2010023;2010-03-10 13:18:54;3;"Forage";425,5
2010023;2010-03-10 13:18:56;3;"Forage";426
2010023;2010-03-10 13:18:58;3;"Forage";428
2010023;2010-03-10 13:18:59;3;"Forage";429,5
2010023;2010-03-10 13:19:01;3;"Forage";431,5
2010023;2010-03-10 13:19:03;3;"Forage";433,5
2010023;2010-03-10 13:19:06;3;"Forage";434,5
2010023;2010-03-10 13:19:08;3;"Forage";436
2010023;2010-03-10 13:19:10;3;"Forage";437
2010023;2010-03-10 13:19:12;3;"Forage";437
2010023;2010-03-10 13:19:13;3;"Forage";438,5
2010023;2010-03-10 13:19:15;3;"Forage";439,5
2010023;2010-03-10 13:19:17;3;"Forage";440,5
2010023;2010-03-10 13:19:20;3;"Forage";441,5
2010023;2010-03-10 13:19:22;3;"Forage";442,5
2010023;2010-03-10 13:19:24;3;"Forage";442,5
2010023;2010-03-10 13:19:25;3;"Forage";442,5
2010023;2010-03-10 13:19:27;3;"Forage";443
2010023;2010-03-10 13:19:29;3;"Forage";443
2010023;2010-03-10 13:19:31;3;"Forage";443,5
2010023;2010-03-10 13:19:34;3;"Forage";444
2010023;2010-03-10 13:19:36;3;"Forage";443
2010023;2010-03-10 13:19:38;3;"Forage";441,5
2010023;2010-03-10 13:19:39;3;"Forage";440
2010023;2010-03-10 13:19:41;3;"Forage";438
2010023;2010-03-10 13:19:43;3;"Forage";436,5
2010023;2010-03-10 13:19:46;3;"Forage";436
2010023;2010-03-10 13:19:48;3;"Forage";434,5
2010023;2010-03-10 13:19:50;3;"Forage";434
2010023;2010-03-10 13:19:52;3;"Forage";434
2010023;2010-03-10 13:19:53;3;"Forage";434,5
2010023;2010-03-10 13:19:55;3;"Forage";436
2010023;2010-03-10 13:19:57;3;"Forage";437
2010023;2010-03-10 13:20:00;3;"Forage";438
2010023;2010-03-10 13:20:02;3;"Forage";439
2010023;2010-03-10 13:20:04;3;"Forage";439,5
2010023;2010-03-10 13:20:06;3;"Forage";441
2010023;2010-03-10 13:20:07;3;"Forage";443
2010023;2010-03-10 13:20:09;3;"Forage";444,5
2010023;2010-03-10 13:20:11;3;"Forage";444
2010023;2010-03-10 13:20:14;3;"Forage";443
2010023;2010-03-10 13:20:16;3;"Forage";442,5
2010023;2010-03-10 13:20:18;3;"Forage";442,5
2010023;2010-03-10 13:20:19;3;"Forage";442,5
2010023;2010-03-10 13:20:21;3;"Forage";443
2010023;2010-03-10 13:20:23;3;"Forage";443
2010023;2010-03-10 13:20:25;3;"Forage";443
2010023;2010-03-10 13:20:28;3;"Forage";443,5
2010023;2010-03-10 13:20:30;3;"Forage";445
2010023;2010-03-10 13:20:32;3;"Forage";446
2010023;2010-03-10 13:20:33;3;"Forage";447
2010023;2010-03-10 13:20:35;3;"Forage";448
2010023;2010-03-10 13:20:37;3;"Forage";448,5
2010023;2010-03-10 13:20:40;3;"Forage";449
2010023;2010-03-10 13:20:42;3;"Forage";449
2010023;2010-03-10 13:20:44;3;"Forage";449,5
2010023;2010-03-10 13:20:46;3;"Forage";451,5
2010023;2010-03-10 13:20:47;3;"Forage";454
2010023;2010-03-10 13:20:49;3;"Forage";456
2010023;2010-03-10 13:20:51;3;"Forage";459
2010023;2010-03-10 13:20:54;3;"Forage";462
2010023;2010-03-10 13:20:56;3;"Forage";464,5
2010023;2010-03-10 13:20:58;3;"Forage";467,5
2010023;2010-03-10 13:21:00;3;"Forage";471
2010023;2010-03-10 13:21:01;3;"Forage";475,5
2010023;2010-03-10 13:21:03;3;"Forage";478
2010023;2010-03-10 13:21:05;3;"Forage";479
2010023;2010-03-10 13:21:08;3;"Forage";480
2010023;2010-03-10 13:21:10;3;"Forage";481,5
2010023;2010-03-10 13:21:12;3;"Forage";483
2010023;2010-03-10 13:21:13;3;"Forage";484,5
2010023;2010-03-10 13:21:15;3;"Forage";486,5
2010023;2010-03-10 13:21:17;3;"Forage";487
2010023;2010-03-10 13:21:19;3;"Forage";487,5
2010023;2010-03-10 13:21:22;3;"Forage";488
2010023;2010-03-10 13:21:24;3;"Forage";488
2010023;2010-03-10 13:21:26;3;"Forage";487,5
2010023;2010-03-10 13:21:27;3;"Forage";486,5
2010023;2010-03-10 13:21:29;3;"Forage";486
2010023;2010-03-10 13:21:31;3;"Forage";486
2010023;2010-03-10 13:21:34;3;"Forage";486
2010023;2010-03-10 13:21:36;3;"Forage";485
2010023;2010-03-10 13:21:38;3;"Forage";483,5
2010023;2010-03-10 13:21:40;3;"Forage";483
2010023;2010-03-10 13:21:41;3;"Forage";481
2010023;2010-03-10 13:21:43;3;"Forage";479,5
2010023;2010-03-10 13:21:45;3;"Forage";478,5
2010023;2010-03-10 13:21:48;3;"Forage";477,5
2010023;2010-03-10 13:21:50;3;"Forage";476,5
2010023;2010-03-10 13:21:52;3;"Forage";476
2010023;2010-03-10 13:21:54;3;"Forage";475
2010023;2010-03-10 13:21:55;3;"Forage";473,5
2010023;2010-03-10 13:21:57;3;"Forage";471
2010023;2010-03-10 13:21:59;3;"Forage";468
2010023;2010-03-10 13:22:02;3;"Forage";465,5
2010023;2010-03-10 13:22:04;3;"Forage";462,5
2010023;2010-03-10 13:22:06;3;"Forage";459,5
2010023;2010-03-10 13:22:07;3;"Forage";456
2010023;2010-03-10 13:22:09;3;"Forage";452,5
2010023;2010-03-10 13:22:11;3;"Forage";450
2010023;2010-03-10 13:22:13;3;"Forage";447
2010023;2010-03-10 13:22:16;3;"Forage";445,5
2010023;2010-03-10 13:22:18;3;"Forage";446
2010023;2010-03-10 13:22:20;3;"Forage";447,5
2010023;2010-03-10 13:22:21;3;"Forage";448,5
2010023;2010-03-10 13:22:23;3;"Forage";448
2010023;2010-03-10 13:22:25;3;"Forage";447,5
2010023;2010-03-10 13:22:28;3;"Forage";447
2010023;2010-03-10 13:22:30;3;"Forage";445,5
2010023;2010-03-10 13:22:32;3;"Forage";444,5
2010023;2010-03-10 13:22:34;3;"Forage";443
2010023;2010-03-10 13:22:35;3;"Forage";442
2010023;2010-03-10 13:22:37;3;"Forage";441,5
2010023;2010-03-10 13:22:39;3;"Forage";441
2010023;2010-03-10 13:22:42;3;"Forage";439,5
2010023;2010-03-10 13:22:44;3;"Forage";438
2010023;2010-03-10 13:22:46;3;"Forage";436,5
2010023;2010-03-10 13:22:47;3;"Forage";435
2010023;2010-03-10 13:22:49;3;"Forage";434,5
2010023;2010-03-10 13:22:51;3;"Forage";433,5
2010023;2010-03-10 13:22:53;3;"Forage";433,5
2010023;2010-03-10 13:22:56;3;"Forage";433
2010023;2010-03-10 13:22:58;3;"Forage";432,5
2010023;2010-03-10 13:23:00;3;"Forage";432
2010023;2010-03-10 13:23:01;3;"Forage";432
2010023;2010-03-10 13:23:03;3;"Forage";432
2010023;2010-03-10 13:23:05;3;"Forage";432
2010023;2010-03-10 13:23:07;3;"Forage";431,5
2010023;2010-03-10 13:23:10;3;"Forage";430
2010023;2010-03-10 13:23:12;3;"Forage";429
2010023;2010-03-10 13:23:14;3;"Forage";428
2010023;2010-03-10 13:23:15;3;"Forage";427,5
